,Processor,RAM,Operating System,SSD,Display,Warranty,HDD,Rating,MRP,Generation,RAM In GB,RAM TYPE,Feature,Storage,Touch Display
364,Intel Core i9 ,16 GB LPDDR5,64 bit Windows 11,1024,13.4,1,0,4.321170395869192,174990.0,12th Gen,16,LPDDR5,Intel Core i9 Processor (12th Gen)16 GB LPDDR5 RAM64 bit Windows 11 Operating System1 TB SSD34.04 cm (13.4 Inch) Touchscreen Display1 Year Onsite Warranty,1024,1
365,AMD Ryzen 7 Octa Core ,16 GB DDR4,64 bit Windows 11,1024,16.1,1,0,3.5,118990.0,any,16,DDR4,"AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System1 TB SSD40.89 cm (16.1 inch) DisplayMicrosoft Office Home & Student 2019, HP Documentation, HP e-service, HP BIOS recovery, HP SSRM, HP Smart, HP Jumpstarts1 Year Onsite Warranty",1024,0
366,Intel Core i5 ,8 GB DDR4,Windows 11,512,15.6,1,0,4.1,39990.0,11th Gen,8,DDR4,"Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMS Office Home & Student 2019, Mi Smart Share, DTS Audio processing1 Year Onsite Warranty",512,0
367,AMD Ryzen 9 Octa Core ,16 GB DDR5,Windows 11,1024,15.6,1,0,4.321170395869192,196990.0,any,16,DDR5,AMD Ryzen 9 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
368,Intel Core i5 ,16 GB DDR4,64 bit Windows 11,512,15.6,1,0,4.5,63980.0,10th Gen,16,DDR4,"Intel Core i5 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 11, Microsoft Office H&S 2021, 1 Year McAfee1 Year Onsite Warranty",512,0
369,AMD Ryzen 5 Hexa Core ,8 GB DDR4,64 bit Windows 11,512,15.6,1,0,4.4,54300.0,any,8,DDR4,"AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayAcer Care Center, Quick Access, Acer Product Registration1 Year International Travelers Warranty (ITW)",512,0
370,AMD Ryzen 5 Quad Core ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.2,38705.0,any,8,DDR4,AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty,512,0
371,AMD Ryzen 7 Octa Core ,16 GB DDR4,Windows 11,1024,15.6,1,0,4.6,85990.0,any,16,DDR4,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
372,AMD Ryzen 3 Dual Core ,8 GB DDR4,64 bit Windows 11,256,15.6,1,0,4.2,36400.0,any,8,DDR4,AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,256,0
373,Intel Core i3 ,4 GB DDR4,64 bit Windows 10,256,15.6,1,0,4.3,28590.0,8th Gen,4,DDR4,Intel Core i3 Processor (8th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 year Manufacturer Warranty,256,0
374,AMD Ryzen 5 Hexa Core ,16 GB DDR4,Windows 11,512,16.0,0,0,4.321170395869192,69999.0,any,16,DDR4,AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD40.64 cm (16 inch) Display1 YEAR,512,0
375,Intel Core i9 ,32 GB DDR5,64 bit Windows 11,1024,15.6,1,0,5.0,301990.0,12th Gen,32,DDR5,Intel Core i9 Processor (12th Gen)32 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,1024,0
376,AMD Ryzen 3 Dual Core ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.2,35590.0,any,8,DDR4,AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty,512,0
377,AMD Ryzen 9 Octa Core ,16 GB DDR4,Windows 11,1024,15.6,1,0,4.9,150990.0,any,16,DDR4,AMD Ryzen 9 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
378,Intel Core i3 ,8 GB DDR4,Windows 11,256,15.0,2,0,4.321170395869192,37000.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System256 GB SSD38.1 cm (15 inch) Display2 Year Onsite Warranty,256,0
379,Intel Core i5 ,16 GB DDR4,64 bit Windows 10,512,13.0,1,0,4.2,64990.0,11th Gen,16,DDR4,Intel Core i5 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD33.02 cm (13 inch) DisplayMicrosoft Office Home & Student 20191 Year Onsite Warranty,512,0
380,AMD Ryzen 7 Octa Core ,8 GB DDR4,64 bit Windows 11,512,15.6,1,0,4.5,73490.0,any,8,DDR4,AMD Ryzen 7 Octa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,512,0
381,AMD Ryzen 9 Octa Core ,16 GB DDR5,64 bit Windows 11,1024,15.6,1,0,4.321170395869192,194990.0,any,16,DDR5,AMD Ryzen 9 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,1024,0
382,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,256,14.96,1,0,4.3,42690.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD38.0 cm (14.96 Inch) DisplayMicrosoft Office Home and Student 20211 Year Onsite Warranty,256,0
383,AMD Ryzen 7 Octa Core ,16 GB DDR5,Windows 11,1024,15.6,1,0,5.0,140990.0,any,16,DDR5,AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
384,Intel Core i3 ,4 GB DDR4,64 bit Windows 10,256,15.0,1,0,4.3,38990.0,11th Gen,4,DDR4,Intel Core i3 Processor (11th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD38.1 cm (15 inch) DisplayMicrosoft Office Home & Student 20191 Year Onsite Warranty,256,0
385,Intel Core i7 ,16 GB LPDDR4X,64 bit Windows 11,512,13.5,1,0,4.321170395869192,128990.0,12th Gen,16,LPDDR4X,Intel Core i7 Processor (12th Gen)16 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD34.29 cm (13.5 inch) Display1 Year Onsite Warranty,512,0
386,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,512,15.6,1,0,4.321170395869192,54999.0,12th Gen,8,DDR4,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year International Travelers Warranty (ITW),512,0
387,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,256,14.0,2,0,4.2,36990.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) DisplayOffice Home and Student 20212 Year Onsite�Warranty,256,0
388,Intel Core i5 ,8 GB DDR4,64 bit Windows 10,256,15.6,1,1024,4.1,60130.0,11th Gen,8,DDR4,"Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayAcer Care Center, Quick Access, Acer Product Registration, MS Office 2021 Home & Student1 Year International Travelers Warranty (ITW)",1280,0
389,Intel Pentium Silver ,8 GB DDR4,64 bit Windows 11,256,14.0,1,0,4.3,29490.0,any,8,DDR4,Intel Pentium Silver Processor8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) Display1 Year International Travelers Warranty (ITW),256,0
390,Intel Core i5 ,8 GB DDR4,64 bit Windows 11,512,14.0,1,0,4.1,72490.0,11th Gen,8,DDR4,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Touchscreen Display1 Year Onsite Warranty,512,1
391,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.2,39990.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20212 Year Onsite�Warranty,512,0
392,Intel Core i5 ,16 GB DDR4,64 bit Windows 11,512,15.6,0,0,4.321170395869192,73990.0,11th Gen,16,DDR4,Intel Core i5 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 year carry on warranty,512,0
393,Intel Core i5 ,8 GB DDR4,64 bit Windows 10,0,15.6,1,1024,4.0,47130.0,11th Gen,8,DDR4,"Free upgrade to Windows 11 when availableIntel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) DisplayAcer Care Center, Quick Access, Acer Product Registration1 Year International Travelers Warranty (ITW)",1024,0
394,AMD Ryzen 7 Octa Core ,8 GB DDR4,64 bit Windows 10,512,14.0,1,0,4.4,55600.0,any,8,DDR4,AMD Ryzen 7 Octa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,512,0
395,Intel Core i5 ,8 GB DDR4,Windows 11,512,15.6,1,0,4.1,39990.0,11th Gen,8,DDR4,"Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMS Office Home & Student 2019, Mi Smart Share, DTS Audio processing1 Year Onsite Warranty",512,0
396,AMD Ryzen 5 Quad Core ,8 GB DDR4,64 bit Windows 10,512,14.0,1,0,4.4,49690.0,any,8,DDR4,AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inches) Display1 Year Onsite Warranty,512,0
397,Intel Core i7 ,32 GB DDR5,64 bit Windows 11,1024,16.0,1,0,4.321170395869192,239990.0,12th Gen,32,DDR5,Intel Core i7 Processor (12th Gen)32 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD40.64 cm (16 inch) Display1 Year Onsite Warranty,1024,0
398,Intel Core i5 ,16 GB DDR4,64 bit Windows 10,512,15.6,2,0,4.5,73990.0,11th Gen,16,DDR4,"Intel Core i5 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMatrix Display (Extend)?Cooler Boost 5?Hi-Res Audio?Nahimic 3, Thin Bezel?Speaker Tuning Engine2 Year On-Site Warranty",512,0
399,AMD Ryzen 5 Quad Core ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.2,38705.0,any,8,DDR4,AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty,512,0
400,AMD Ryzen 5 Hexa Core ,8 GB DDR4,64 bit Windows 10,512,14.0,1,0,4.4,52490.0,any,8,DDR4,"AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 Inch) DisplayMcAfee LiveSafe (30 day Free trial), Microsoft Office Home & Student 2019, HP Documentation, HP Smart, HP Support Assistant, HP SSRM1 Year Onsite Warranty",512,0
401,Intel Core i3 ,8 GB DDR4,Windows 11,512,15.6,0,0,4.321170395869192,41990.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 YEAR,512,0
402,Intel Pentium Quad Core ,8 GB DDR4,64 bit Windows 11,256,14.0,1,0,4.3,29990.0,any,8,DDR4,"Intel Pentium Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) DisplayWindows 11 Home, Microsoft Office Home & Student 2019, 1 Year Mcafee1 Year Onsite Warranty",256,0
403,AMD Ryzen 9 Octa Core ,16 GB DDR5,Windows 11,1024,15.6,1,0,4.321170395869192,196990.0,any,16,DDR5,AMD Ryzen 9 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
404,Intel Core i5 ,8 GB DDR4,64 bit Windows 10,512,14.0,1,0,4.4,50490.0,10th Gen,8,DDR4,Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty Commencing from the Date of Purchase,512,0
405,Intel Core i7 ,16 GB DDR4,64 bit Windows 10,512,15.6,1,1024,4.4,96490.0,11th Gen,16,DDR4,"Intel Core i7 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|512 GB SSD39.62 cm (15.6 inch) DisplayAcer Care Center, Acer Product Registration, Planet9, PredatorSense1 Year International Travelers Warranty (ITW)",1536,0
406,Intel Core i5 ,16 GB LPDDR4X,64 bit Windows 11,512,14.0,1,0,4.1,37990.0,10th Gen,16,LPDDR4X,Intel Core i5 Processor (10th Gen)16 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayNA1 Year Onsite Warranty,512,0
407,AMD Ryzen 7 Octa Core ,16 GB DDR4,Windows 11,1024,15.6,1,0,4.6,85990.0,any,16,DDR4,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
408,Intel Core i5 ,16 GB LPDDR4X,64 bit Windows 10,1024,15.6,1,0,4.5,74990.0,11th Gen,16,LPDDR4X,Intel Core i5 Processor (11th Gen)16 GB LPDDR4X RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayPCI-e Gen4 SSD?SHIFT?Matrix Display (Extend)?Cooler Boost 3?Thunderbolt 4?Finger Print Security?True Color 2.0?Hi-Res Audio?Nahimic 3? 4-Sided Thin bezel?MSI Center?Silky Smooth Touchpad?Military-Grade Durability1 Year On-Site Warranty,1024,0
409,Intel Core i5 ,8 GB DDR4,64 bit Windows 10,512,15.6,1,0,4.2,51990.0,10th Gen,8,DDR4,"Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplaySystem Diagnosis (All models), Splendid (All Models), Tru2Life (Intel Platform Models), Keyboard Hotkeys (All Models), AppDeals (All Models), Link to MyASUS (All Models, Bluetooth Needed)1 Year Onsite Warranty",512,0
410,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,256,14.0,2,0,4.2,36990.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) DisplayOffice Home and Student 20212 Year Onsite�Warranty,256,0
411,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.2,39990.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20212 Year Onsite�Warranty,512,0
412,AMD Ryzen 5 Hexa Core ,8 GB DDR4,64 bit Windows 10,256,15.6,1,1024,4.321170395869192,71345.0,any,8,DDR4,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,1280,0
413,Intel Core i7 ,16 GB DDR4,64 bit Windows 10,1024,15.6,1,0,4.5,101490.0,11th Gen,16,DDR4,Intel Core i7 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,1024,0
414,Intel Core i7 ,32 GB DDR5,64 bit Windows 11,1024,15.6,2,0,4.321170395869192,274990.0,12th Gen,32,DDR5,Intel Core i7 Processor (12th Gen)32 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year On-Site Warranty,1024,0
415,AMD Ryzen 9 Octa Core ,16 GB DDR5,64 bit Windows 11,1024,15.6,1,0,4.321170395869192,199990.0,any,16,DDR5,AMD Ryzen 9 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,1024,0
416,Intel Core i5 ,8 GB DDR4,Windows 11,512,15.6,1,0,4.1,39990.0,11th Gen,8,DDR4,"Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMS Office Home & Student 2019, Mi Smart Share, DTS Audio processing1 Year Onsite Warranty",512,0
417,AMD Ryzen 9 Octa Core ,16 GB DDR5,Windows 11,1024,15.6,1,0,4.321170395869192,196990.0,any,16,DDR5,AMD Ryzen 9 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
418,Intel Core i3 ,8 GB DDR4,64 bit Windows 10,256,14.0,0,0,3.9,41090.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD35.56 cm (14 Inch) Display1 Year Onsite warranty,256,0
419,Intel Core i5 ,8 GB DDR4,64 bit Windows 10,256,15.6,2,0,4.3,50499.0,11th Gen,8,DDR4,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20192 Years Warranty,256,0
420,AMD Ryzen 5 Quad Core ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.2,38705.0,any,8,DDR4,AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty,512,0
421,AMD Ryzen 7 Octa Core ,16 GB DDR4,Windows 11,1024,15.6,1,0,4.6,85990.0,any,16,DDR4,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
422,AMD Ryzen 7 Octa Core ,8 GB DDR4,64 bit Windows 11,512,16.1,1,0,4.321170395869192,78950.0,any,8,DDR4,AMD Ryzen 7 Octa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD40.89 cm (16.1 inch) DisplayMicrosoft Home & Student 20211 Year Onsite Warranty,512,0
423,AMD Ryzen 5 Hexa Core ,16 GB LPDDR4X,64 bit Windows 11,512,14.0,0,0,4.321170395869192,67990.0,any,16,LPDDR4X,AMD Ryzen 5 Hexa Core Processor16 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen Display1 Year Onsite warranty + 1 Year Accidental Damage Protection + 1 Year Premium Care,512,1
424,AMD Ryzen 9 Octa Core ,16 GB DDR4,64 bit Windows 11,1024,15.6,1,0,4.0,187990.0,any,16,DDR4,AMD Ryzen 9 Octa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,1024,0
425,Intel Core i7 ,16 GB DDR4,64 bit Windows 10,1024,14.0,3,0,4.2,102990.0,11th Gen,16,DDR4,Intel Core i7 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD35.56 cm (14 inch) Touchscreen DisplayMicrosoft Office Home and Student 20193 Years Warranty + 1 Year Premium Care + 1 Year ADP,1024,1
426,AMD Ryzen 3 Dual Core ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.2,35590.0,any,8,DDR4,AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty,512,0
427,AMD Ryzen 9 Octa Core ,16 GB DDR4,Windows 11,1024,15.6,1,0,4.9,150990.0,any,16,DDR4,AMD Ryzen 9 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
428,Intel Core i3 ,4 GB DDR4,64 bit DOS,256,15.6,1,0,4.321170395869192,35990.0,11th Gen,4,DDR4,Intel Core i3 Processor (11th Gen)4 GB DDR4 RAM64 bit DOS Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,256,0
429,AMD Ryzen 5 Quad Core ,8 GB DDR4,64 bit Windows 10,512,15.6,1,0,4.4,52575.0,any,8,DDR4,"AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office 2019 & Office 365, HP Documentation, HP BIOS recovery, HP Smart, McAfee LiveSafe (30 days free trial as default)1 Year Onsite Warranty",512,0
430,AMD Ryzen 7 Octa Core ,8 GB DDR4,64 bit Windows 11,512,15.6,1,0,4.5,73490.0,any,8,DDR4,AMD Ryzen 7 Octa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,512,0
431,AMD Ryzen 9 Octa Core ,16 GB DDR5,64 bit Windows 11,1024,15.6,1,0,4.321170395869192,194990.0,any,16,DDR5,AMD Ryzen 9 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,1024,0
432,AMD Ryzen 5 Quad Core ,8 GB DDR4,64 bit Windows 11,512,15.6,1,0,4.0,50990.0,any,8,DDR4,AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20211 Year Onsite Warranty,512,0
433,Intel Core i5 ,16 GB DDR4,Windows 10,512,15.6,1,0,4.321170395869192,60125.0,11th Gen,16,DDR4,Intel Core i5 Processor (11th Gen)16 GB DDR4 RAMWindows 10 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,512,0
434,Intel Celeron Dual Core ,4 GB DDR4,64 bit Windows 10,256,11.6,1,0,3.9,26490.0,4th Gen,4,DDR4,Intel Celeron Dual Core Processor (4th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD29.46 cm (11.6 inch) DisplayMicrosoft Office Home & Student 20191 Year Warranty,256,0
435,AMD Ryzen 7 Octa Core ,8 GB DDR4,64 bit Windows 11,512,16.1,1,0,4.321170395869192,80249.0,any,8,DDR4,AMD Ryzen 7 Octa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD40.89 cm (16.1 Inch) Display1 Year Onsite Warranty,512,0
436,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,256,14.0,2,0,4.2,36990.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) DisplayOffice Home and Student 20212 Year Onsite�Warranty,256,0
437,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.2,39990.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20212 Year Onsite�Warranty,512,0
438,Intel Core i5 ,8 GB DDR4,64 bit Windows 10,128,15.6,1,1024,4.5,129999.0,7th Gen,8,DDR4,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)Dual Fan Cooling with Metal AeroBlade 3D128 GB SSD for Reduced Boot Up Time and in Game LoadingUpgradable SSD Upto 512 GB and RAM Upto 32 GBNVIDIA Geforce GTX 1050Ti for Desktop Level PerformanceIntel Core i5 Processor (7th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|128 GB SSD39.62 cm (15.6 inch) DisplayAcer Care Center, Acer Collection, Acer Configuration Manager, Quick Access1 Year International Travelers Warranty (ITW)",1152,0
439,AMD Ryzen 7 Octa Core ,8 GB DDR4,64 bit Windows 10,1024,14.0,1,0,4.321170395869192,76990.0,4th Gen,8,DDR4,AMD Ryzen 7 Octa Core Processor (4th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,1024,0
440,Intel Core i5 ,8 GB DDR4,Windows 11,512,15.6,1,0,4.1,39990.0,11th Gen,8,DDR4,"Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMS Office Home & Student 2019, Mi Smart Share, DTS Audio processing1 Year Onsite Warranty",512,0
441,AMD Ryzen 9 Octa Core ,16 GB DDR5,Windows 11,1024,15.6,1,0,4.321170395869192,196990.0,any,16,DDR5,AMD Ryzen 9 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
442,Intel Core i3 ,8 GB DDR4,64 bit Windows 10,512,15.6,1,0,4.2,36990.0,11th Gen,8,DDR4,"Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 2019, MyASUS, Link to MyASUS, Splendid, Tru2Life1 Year Onsite Warranty",512,0
443,Intel Core i7 ,16 GB DDR4,64 bit Windows 10,512,15.6,2,0,4.6,107790.0,11th Gen,16,DDR4,"Pre-installed Genuine Windows 10 Home OSIntel Core i7 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inches) DisplayCooler Boost 5, Hi-Res Audio, Nahimic 3, Speaker Tuning Engine, MSI Center2 Year Warranty Term",512,0
444,Intel Core i5 ,16 GB DDR4,64 bit Windows 11,512,14.0,1,0,4.2,75990.0,11th Gen,16,DDR4,Intel Core i5 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen Display1 Year Onsite Warranty,512,1
